meta_review,paper,Intervention,Age,Outcome,followup_rank,Raters,Class,measure,value,CI_95,CI_lower,CI_upper,p_value,PI_95,n_studies,total_n,egger_p,ESB_p,indirectness,report,rob,es,ci_lo,ci_up,Factor
381,Boesen (2022),Methylphenidate,Adults (>=18yo),AE (sleep problems),Endpoint (~12wk),,Very low,RR,0.512,"[0.394, 0.665]",0.394,0.665,5.18e-07,"[0.361, 0.726]",16,4435,3.61e-02,2.09e-01,no,18.3663455629569,18.3663455629569,-0.669430653942629,-0.931404369684203,-0.407968238326283,Boesen (2022)_Methylphenidate_Specific adverse events: sleep problems_NA_At study endpoint (closest to 12 weeks)
999,Ostinelli (2025),Methylphenidate,Adults (>=18yo),Quality of life,Endpoint (~12wk),N/A,Low,G,-0.088,"[-0.277, 0.1]",-0.277,0.1,3.59e-01,"[-1.312, 1.135]",2,490,NaN,6.76e-01,no,100,100,-0.088,-0.277,0.1,Ostinelli (2025)_Methylphenidate_Quality of life (patients)_Mixed_At study endpoint (closest to 12 weeks)
999,Ostinelli (2025),Methylphenidate,Adults (>=18yo),Acceptability,Endpoint (~12wk),,Very low,RR,0.999,"[0.819, 1.219]",0.819,1.219,9.93e-01,"[0.563, 1.774]",20,3925,6.23e-01,9.32e-02,no,100,100,-0.00100050033358353,-0.199671195129068,0.198030850499135,Ostinelli (2025)_Methylphenidate_Acceptability: all-cause discontinuation_NA_At study endpoint (closest to 12 weeks)
999,Ostinelli (2025),Methylphenidate,Adults (>=18yo),Exec. functions (tests),Endpoint (~12wk),N/A,Very low,G,0.152,"[-0.3, 0.604]",-0.3,0.604,5.09e-01,"[-2.778, 3.083]",2,71,NaN,6.47e-01,no,100,100,0.152,-0.3,0.604,Ostinelli (2025)_Methylphenidate_Executive functioning (tests)_Mixed_At study endpoint (closest to 12 weeks)
999,Ostinelli (2025),Methylphenidate,Adults (>=18yo),Core ADHD symptoms [Self-rated],Follow-up (~26wk),Self-rated,Very low,G,0.255,"[0.071, 0.44]",0.071,0.44,6.66e-03,"[-0.941, 1.452]",2,498,NaN,4.70e-01,no,100,100,0.255,0.071,0.44,Ostinelli (2025)_Methylphenidate_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Self-rated_At follow-up (closest to 26 weeks)
999,Ostinelli (2025),Methylphenidate,Adults (>=18yo),Core ADHD symptoms [Clinician-rated],Follow-up (~26wk),Clinician-rated,Very low,G,0.338,"[0.155, 0.522]",0.155,0.522,2.97e-04,"[-0.85, 1.527]",2,506,NaN,7.22e-01,no,100,100,0.338,0.155,0.522,Ostinelli (2025)_Methylphenidate_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Clinician-rated_At follow-up (closest to 26 weeks)
999,Ostinelli (2025),Methylphenidate,Adults (>=18yo),Emotional dysregulation,Endpoint (~12wk),N/A,Very low,G,0.431,"[-0.013, 0.875]",-0.013,0.875,5.72e-02,"[-1.393, 2.254]",3,655,4.22e-01,3.60e-01,no,100,100,0.431,-0.013,0.875,Ostinelli (2025)_Methylphenidate_Emotional dysregulation_Mixed_At study endpoint (closest to 12 weeks)
2785,Pievsky (2018),Methylphenidate,Adults (>=18yo),Driving,Endpoint (~12wk),Clinician-rated,Very low,G,0.53,"[-0.073, 1.133]",-0.073,1.133,8.49e-02,"[-1.706, 2.766]",3,154,3.09e-02,4.67e-01,no,64.920685512261,45.7264203269862,0.53,-0.073,1.133,Pievsky (2018)_Methylphenidate_Driving_Clinician-rated_At study endpoint (closest to 12 weeks)
1056,Elliott (2020),Methylphenidate,Adults (>=18yo),Exec. functions (report),Endpoint (~12wk),Self-rated,Very low,G,0.647,"[-0.021, 1.316]",-0.021,1.316,5.78e-02,"[-1.586, 2.881]",5,1579,3.67e-01,1.98e-02,no,0,0,0.647,-0.021,1.316,Elliott (2020)_Methylphenidate_Executive functioning (report)_Self-rated_At study endpoint (closest to 12 weeks)
529,Candido (2021),Methylphenidate,Adults (>=18yo),CGI,Endpoint (~12wk),Clinician-rated,Very low,G,0.701,"[-0.13, 1.532]",-0.13,1.532,9.81e-02,"[-8.068, 9.47]",2,139,NaN,5.91e-01,no,0,0,0.701,-0.13,1.532,Candido (2021)_Methylphenidate_CGI_Clinician-rated_At study endpoint (closest to 12 weeks)
575,Catala-Lopez (2017),Methylphenidate + Alpha-2 agonists,Children/Adolescents (6-17yo),Tolerability,Endpoint (~12wk),,Very low,RR,0.349,"[0.037, 3.27]",0.037,3.27,3.57e-01,"[0, 694035.551]",2,127,NaN,6.77e-01,no,100,100,-1.05268335677971,-3.29683736633791,1.18478998490916,Catala-Lopez (2017)_Methylphenidate + Alpha-2 agonists (guanfacine / clonidine)_Tolerability (discontinuation due to adverse events)_NA_At study endpoint (closest to 12 weeks)
575,Catala-Lopez (2017),Methylphenidate + Alpha-2 agonists,Children/Adolescents (6-17yo),Acceptability,Endpoint (~12wk),,Very low,RR,2.419,"[1.376, 4.251]",1.376,4.251,2.15e-03,"[0.062, 93.671]",2,127,NaN,5.52e-01,no,100,100,0.88335423162789,0.319180739511152,1.44715424937665,Catala-Lopez (2017)_Methylphenidate + Alpha-2 agonists (guanfacine / clonidine)_Acceptability: all-cause discontinuation_NA_At study endpoint (closest to 12 weeks)
4036,Zhang (2023),Mindfulness,Children/Adolescents (6-17yo),Core ADHD symptoms [Mixed],Endpoint (~12wk),Mixed,Very low,G,0.169,"[-0.057, 0.394]",-0.057,0.394,1.42e-01,"[-0.197, 0.535]",4,257,4.97e-02,7.44e-01,no,39.6165445484996,39.6165445484996,0.169,-0.057,0.394,Zhang (2023)_Mindfulness_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Mixed_At study endpoint (closest to 12 weeks)
4036,Zhang (2023),Mindfulness,Children/Adolescents (6-17yo),Exec. functions (mixed),Endpoint (~12wk),N/A,Very low,G,0.444,"[-0.083, 0.972]",-0.083,0.972,9.85e-02,"[-1.503, 2.392]",3,187,4.02e-01,4.81e-01,no,42.643410546435,42.643410546435,0.444,-0.083,0.972,Zhang (2023)_Mindfulness_Executive functioning (mixed)_Mixed_At study endpoint (closest to 12 weeks)
999,Ostinelli (2025),Mindfulness,Adults (>=18yo),Acceptability,Endpoint (~12wk),,Very low,RR,0.24,"[0.03, 1.91]",0.03,1.91,1.77e-01,"[0.001, 87.349]",4,301,4.60e-01,4.99e-01,no,100,100,-1.42711635564015,-3.50655789731998,0.647103242058538,Ostinelli (2025)_Mindfulness_Acceptability: all-cause discontinuation_NA_At study endpoint (closest to 12 weeks)
2118,Liu (2023),Mindfulness,Adults (>=18yo),Quality of life,Endpoint (~12wk),N/A,Very low,G,-0.119,"[-0.391, 0.152]",-0.391,0.152,3.90e-01,"[-2.024, 1.786]",2,223,NaN,6.82e-01,no,100,46.472956206507,-0.119,-0.391,0.152,Liu (2023)_Mindfulness_Quality of life (patients)_Mixed_At study endpoint (closest to 12 weeks)
999,Ostinelli (2025),Mindfulness,Adults (>=18yo),Emotional dysregulation,Endpoint (~12wk),N/A,Very low,G,0.129,"[-0.481, 0.738]",-0.481,0.738,6.79e-01,"[-5.477, 5.734]",2,103,NaN,7.64e-01,no,100,100,0.129,-0.481,0.738,Ostinelli (2025)_Mindfulness_Emotional dysregulation_Mixed_At study endpoint (closest to 12 weeks)
2118,Liu (2023),Mindfulness,Adults (>=18yo),Depressive disorder symptoms,Endpoint (~12wk),N/A,Very low,G,0.48,"[0.015, 0.945]",0.015,0.945,4.33e-02,"[-3.853, 4.812]",2,157,NaN,4.92e-01,no,100,58.0392100321135,0.48,0.015,0.945,Liu (2023)_Mindfulness_Depressive disorder symptoms_Mixed_At study endpoint (closest to 12 weeks)
2157,Lopez-Pinar (2019),Mindfulness,Adults (>=18yo),Generalized anxiety,Endpoint (~12wk),Self-rated,Very low,G,0.725,"[-0.297, 1.747]",-0.297,1.747,1.65e-01,"[-10.453, 11.903]",2,137,NaN,5.93e-01,no,100,0,0.725,-0.297,1.747,Lopez-Pinar (2019)_Mindfulness_Generalized anxiety_Self-rated_At study endpoint (closest to 12 weeks)
999,Ostinelli (2025),Mindfulness,Adults (>=18yo),Exec. functions (tests),Endpoint (~12wk),N/A,Very low,G,0.761,"[-0.304, 1.826]",-0.304,1.826,1.62e-01,"[-10.274, 11.796]",2,74,NaN,6.61e-01,no,100,100,0.761,-0.304,1.826,Ostinelli (2025)_Mindfulness_Executive functioning (tests)_Mixed_At study endpoint (closest to 12 weeks)
999,Ostinelli (2025),Mindfulness,Adults (>=18yo),Exec. functions (tests),Follow-up (~26wk),N/A,Very low,G,0.826,"[0.099, 1.553]",0.099,1.553,2.60e-02,"[-6.727, 8.379]",2,162,NaN,5.86e-02,no,100,100,0.826,0.099,1.553,Ostinelli (2025)_Mindfulness_Executive functioning (tests)_Mixed_At follow-up (closest to 26 weeks)
999,Ostinelli (2025),Mindfulness,Adults (>=18yo),Core ADHD symptoms [Self-rated],Follow-up (~26wk),Self-rated,Very low,G,0.86,"[0.408, 1.312]",0.408,1.312,1.90e-04,"[-3.211, 4.932]",2,162,NaN,2.96e-01,no,100,100,0.86,0.408,1.312,Ostinelli (2025)_Mindfulness_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Self-rated_At follow-up (closest to 26 weeks)
999,Ostinelli (2025),Mindfulness,Adults (>=18yo),Core ADHD symptoms [Self-rated],Endpoint (~12wk),Self-rated,Very low,G,0.928,"[0.423, 1.433]",0.423,1.433,3.14e-04,"[-0.645, 2.501]",4,264,9.74e-02,9.42e-03,no,100,100,0.928,0.423,1.433,Ostinelli (2025)_Mindfulness_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Self-rated_At study endpoint (closest to 12 weeks)
999,Ostinelli (2025),Mindfulness,Adults (>=18yo),Core ADHD symptoms [Clinician-rated],Endpoint (~12wk),Clinician-rated,Very low,G,1.115,"[0.053, 2.178]",0.053,2.178,3.97e-02,"[-3.302, 5.533]",3,210,1.61e-01,2.83e-03,no,100,100,1.115,0.053,2.178,Ostinelli (2025)_Mindfulness_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Clinician-rated_At study endpoint (closest to 12 weeks)
757,Cortese - Children (2018),Modafinil,Children/Adolescents (6-17yo),Tolerability,Endpoint (~12wk),,Moderate,RR,0.793,"[0.359, 1.751]",0.359,1.751,5.65e-01,"[0.28, 2.242]",6,809,1.04e-01,6.94e-01,no,100,100,-0.231932057347289,-1.02443289049386,0.560187053303715,Cortese - Children (2018)_Modafinil_Tolerability (discontinuation due to adverse events)_NA_At study endpoint (closest to 12 weeks)
757,Cortese - Children (2018),Modafinil,Children/Adolescents (6-17yo),Core ADHD symptoms [Parent-rated],Endpoint (~12wk),Parent-rated,Low,G,0.468,"[0.311, 0.626]",0.311,0.626,5.67e-09,"[0.212, 0.724]",4,722,4.26e-01,6.73e-01,no,100,100,0.468,0.311,0.626,Cortese - Children (2018)_Modafinil_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Parent-rated_At study endpoint (closest to 12 weeks)
757,Cortese - Children (2018),Modafinil,Children/Adolescents (6-17yo),Core ADHD symptoms [Clinician-rated],Endpoint (~12wk),Clinician-rated,Low,G,0.489,"[0.337, 0.641]",0.337,0.641,2.86e-10,"[0.274, 0.705]",5,768,8.79e-02,5.73e-02,no,100,100,0.489,0.337,0.641,Cortese - Children (2018)_Modafinil_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Clinician-rated_At study endpoint (closest to 12 weeks)
757,Cortese - Children (2018),Modafinil,Children/Adolescents (6-17yo),Core ADHD symptoms [Teacher-rated],Endpoint (~12wk),Teacher-rated,Low,G,0.534,"[0.35, 0.717]",0.35,0.717,1.26e-08,"[0.235, 0.832]",4,524,2.62e-01,6.55e-01,no,100,100,0.534,0.35,0.717,Cortese - Children (2018)_Modafinil_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Teacher-rated_At study endpoint (closest to 12 weeks)
757,Cortese - Children (2018),Modafinil,Children/Adolescents (6-17yo),Acceptability,Endpoint (~12wk),,Very low,RR,1.299,"[1.01, 1.671]",1.01,1.671,4.13e-02,"[0.787, 2.146]",6,809,2.54e-01,2.83e-01,no,100,100,0.261594737688462,0.00995033085316809,0.513422249613257,Cortese - Children (2018)_Modafinil_Acceptability: all-cause discontinuation_NA_At study endpoint (closest to 12 weeks)
999,Ostinelli (2025),Modafinil,Adults (>=18yo),Core ADHD symptoms [Self-rated],Endpoint (~12wk),Self-rated,Very low,G,0.434,"[-0.549, 1.416]",-0.549,1.416,3.87e-01,"[-10.144, 11.011]",2,257,NaN,2.61e-01,no,100,100,0.434,-0.549,1.416,Ostinelli (2025)_Modafinil_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Self-rated_At study endpoint (closest to 12 weeks)
575,Catala-Lopez (2017),Multimodal behavioral interventions,Children/Adolescents (6-17yo),Acceptability,Endpoint (~12wk),,Very low,RR,1.393,"[0.549, 3.538]",0.549,3.538,4.85e-01,"[0.195, 9.969]",5,584,2.95e-01,7.42e-01,no,75.0093731386266,0,0.331459694797669,-0.599656837472606,1.26356159573759,Catala-Lopez (2017)_Multimodal behavioral interventions_Acceptability: all-cause discontinuation_NA_At study endpoint (closest to 12 weeks)
998,Westwood - Children (2025),Neurofeedback,Children/Adolescents (6-17yo),Core ADHD symptoms [Clinician-rated],Endpoint (~12wk),Clinician-rated,Very low,G,-0.131,"[-0.448, 0.187]",-0.448,0.187,4.20e-01,"[-1.032, 0.771]",3,274,3.50e-01,7.52e-01,no,100,24.0760242005093,-0.131,-0.448,0.187,Westwood - Children (2025)_Neurofeedback_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Clinician-rated_At study endpoint (closest to 12 weeks)
998,Westwood - Children (2025),Neurofeedback,Children/Adolescents (6-17yo),Exec. functions (tests),Follow-up (~26wk),,Very low,G,0.025,"[-0.196, 0.246]",-0.196,0.246,8.22e-01,"[-0.46, 0.511]",3,279,9.75e-01,6.25e-01,no,100,27.798985531637,0.025,-0.196,0.246,Westwood - Children (2025)_Neurofeedback_Executive functioning (tests)_NA_At follow-up (closest to 26 weeks)
998,Westwood - Children (2025),Neurofeedback,Children/Adolescents (6-17yo),Exec. functions (tests),Endpoint (~12wk),,Very low,G,0.043,"[-0.075, 0.162]",-0.075,0.162,4.74e-01,"[-0.085, 0.172]",17,920,8.99e-02,5.31e-02,no,100,23.4975188773652,0.043,-0.075,0.162,Westwood - Children (2025)_Neurofeedback_Executive functioning (tests)_NA_At study endpoint (closest to 12 weeks)
998,Westwood - Children (2025),Neurofeedback,Children/Adolescents (6-17yo),Core ADHD symptoms [Teacher-rated],Endpoint (~12wk),Teacher-rated,Low,G,0.134,"[-0.008, 0.276]",-0.008,0.276,6.53e-02,"[-0.03, 0.297]",10,587,9.93e-01,4.60e-01,no,100,50.6425094044967,0.134,-0.008,0.276,Westwood - Children (2025)_Neurofeedback_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Teacher-rated_At study endpoint (closest to 12 weeks)
998,Westwood - Children (2025),Neurofeedback,Children/Adolescents (6-17yo),Core ADHD symptoms [Parent-rated],Follow-up (~52wk),Parent-rated,Very low,G,0.165,"[-0.157, 0.487]",-0.157,0.487,3.15e-01,"[-1.922, 2.252]",2,121,NaN,6.80e-01,no,100,100,0.165,-0.157,0.487,Westwood - Children (2025)_Neurofeedback_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Parent-rated_Closest to 52 weeks
575,Catala-Lopez (2017),Neurofeedback,Children/Adolescents (6-17yo),Acceptability,Endpoint (~12wk),,Very low,RR,1.489,"[0.877, 2.527]",0.877,2.527,1.40e-01,"[0.769, 2.882]",7,333,6.54e-01,7.79e-01,no,100,26.684835871474,0.398104753701872,-0.131248286609954,0.927032828406057,Catala-Lopez (2017)_Neurofeedback_Acceptability: all-cause discontinuation_NA_At study endpoint (closest to 12 weeks)
998,Westwood - Children (2025),Neurofeedback,Children/Adolescents (6-17yo),Exec. functions (report),Endpoint (~12wk),,Very low,G,0.23,"[-0.075, 0.535]",-0.075,0.535,1.39e-01,"[-1.772, 2.232]",2,125,NaN,7.55e-01,no,100,0,0.23,-0.075,0.535,Westwood - Children (2025)_Neurofeedback_Executive functioning (report)_NA_At study endpoint (closest to 12 weeks)
998,Westwood - Children (2025),Neurofeedback,Children/Adolescents (6-17yo),Core ADHD symptoms [Parent-rated],Follow-up (~26wk),Parent-rated,Very low,G,0.296,"[-0.012, 0.604]",-0.012,0.604,5.94e-02,"[-0.602, 1.194]",4,314,5.95e-01,7.81e-02,no,100,24.3157158207165,0.296,-0.012,0.604,Westwood - Children (2025)_Neurofeedback_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Parent-rated_At follow-up (closest to 26 weeks)
998,Westwood - Children (2025),Neurofeedback,Children/Adolescents (6-17yo),Core ADHD symptoms [Parent-rated],Endpoint (~12wk),Parent-rated,Very low,G,0.421,"[0.236, 0.606]",0.236,0.606,8.37e-06,"[-0.242, 1.084]",19,1195,5.17e-03,1.75e-01,no,100,21.7124510399631,0.421,0.236,0.606,Westwood - Children (2025)_Neurofeedback_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Parent-rated_At study endpoint (closest to 12 weeks)
998,Westwood - Children (2025),Neurofeedback,Children/Adolescents (6-17yo),Exec. functions (report),Endpoint (~12wk),Parent-rated,Very low,G,0.429,"[0.077, 0.781]",0.077,0.781,1.68e-02,"[-0.345, 1.203]",3,126,2.29e-01,4.32e-01,no,100,0,0.429,0.077,0.781,Westwood - Children (2025)_Neurofeedback_Executive functioning (report)_Parent-rated_At study endpoint (closest to 12 weeks)
998,Westwood - Adults (2025),Neurofeedback,Adults (>=18yo),Exec. functions (tests),Endpoint (~12wk),Self-rated,Very low,G,0.126,"[-0.306, 0.558]",-0.306,0.558,5.67e-01,"[-2.673, 2.925]",2,59,NaN,6.31e-01,no,100,22.9045463269426,0.126,-0.306,0.558,Westwood - Adults (2025)_Neurofeedback_Executive functioning (tests)_Self-rated_At study endpoint (closest to 12 weeks)
998,Westwood - Adults (2025),Neurofeedback,Adults (>=18yo),Core ADHD symptoms [Self-rated],Endpoint (~12wk),Self-rated,Very low,G,0.592,"[0.062, 1.121]",0.062,1.121,2.85e-02,"[-2.84, 4.024]",2,54,NaN,2.58e-01,no,100,25.9732078877436,0.592,0.062,1.121,Westwood - Adults (2025)_Neurofeedback_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Self-rated_At study endpoint (closest to 12 weeks)
343,Bikic (2017),Organizational skills interventions,Children/Adolescents (6-17yo),Academic/job performance,Endpoint (~12wk),Teacher-rated,Very low,G,0.311,"[0.174, 0.448]",0.174,0.448,8.84e-06,"[0.103, 0.518]",11,929,3.73e-01,7.38e-01,serious,100,4.76405841866378,0.311,0.174,0.448,Bikic (2017)_Organizational skills interventions_Academic/job performance_Teacher-rated_At study endpoint (closest to 12 weeks)
973,Doffer - Preschool (2023),Parent-mediated behavioral interventions,Pre-school (<6yo),Core ADHD symptoms [Parent-rated],Follow-up (~26wk),Parent-rated,Very low,G,0.216,"[-0.28, 0.711]",-0.28,0.711,3.94e-01,"[-1.02, 1.451]",3,164,3.94e-01,5.40e-02,no,100,100,0.216,-0.28,0.711,Doffer - Preschool (2023)_Parent-mediated behavioral interventions_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Parent-rated_At follow-up (closest to 26 weeks)
9002,Groenman - Preschool (2022),Parent-mediated behavioral interventions,Pre-school (<6yo),Conduct disorder symptoms (CD),Endpoint (~12wk),Parent-rated,Very low,G,0.241,"[-0.097, 0.579]",-0.097,0.579,1.62e-01,"[-0.912, 1.394]",3,315,5.33e-01,3.64e-01,no,100,64.044146634404,0.241,-0.097,0.579,Groenman - Preschool (2022)_Parent-mediated behavioral interventions_Conduct Disorder symptoms_Parent-rated_At study endpoint (closest to 12 weeks)
9002,Groenman - Preschool (2022),Parent-mediated behavioral interventions,Pre-school (<6yo),Oppositional symptoms (ODD),Endpoint (~12wk),Parent-rated,Very low,G,0.242,"[0.005, 0.479]",0.005,0.479,4.56e-02,"[-0.279, 0.763]",3,305,8.18e-01,2.82e-01,no,100,52.1601206564876,0.242,0.005,0.479,Groenman - Preschool (2022)_Parent-mediated behavioral interventions_Oppositional Defiant Disorder symptoms_Parent-rated_At study endpoint (closest to 12 weeks)
9002,Groenman - Preschool (2022),Parent-mediated behavioral interventions,Pre-school (<6yo),Core ADHD symptoms [Parent-rated],Endpoint (~12wk),Parent-rated,Very low,G,0.634,"[0.248, 1.019]",0.248,1.019,1.28e-03,"[-0.483, 1.75]",5,399,1.37e-01,4.03e-01,no,100,41.7763734170466,0.634,0.248,1.019,Groenman - Preschool (2022)_Parent-mediated behavioral interventions_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Parent-rated_At study endpoint (closest to 12 weeks)
575,Catala-Lopez (2017),Parent-mediated behavioral interventions,Children/Adolescents (6-17yo),Acceptability,Endpoint (~12wk),,Low,RR,1.007,"[0.632, 1.605]",0.632,1.605,9.77e-01,"[0.289, 3.508]",12,1123,3.08e-01,5.75e-01,serious,74.1735687045305,51.8218883937701,0.00697561373642514,-0.45886588483528,0.473123756581979,Catala-Lopez (2017)_Parent-mediated behavioral interventions_Acceptability: all-cause discontinuation_NA_At study endpoint (closest to 12 weeks)
9002,Groenman (2022),Parent-mediated behavioral interventions,Children/Adolescents (6-17yo),Conduct disorder symptoms (CD),Endpoint (~12wk),Parent-rated,Low,G,0.164,"[0.059, 0.269]",0.059,0.269,2.12e-03,"[0.047, 0.282]",12,1428,8.37e-01,7.16e-01,no,79.1250384149832,8.68748256708517,0.164,0.059,0.269,Groenman (2022)_Parent-mediated behavioral interventions_Conduct Disorder symptoms_Parent-rated_At study endpoint (closest to 12 weeks)
973,Doffer (2023),Parent-mediated behavioral interventions,Children/Adolescents (6-17yo),Core ADHD symptoms [Parent-rated],Follow-up (~52wk),Parent-rated,Very low,G,0.238,"[0.034, 0.442]",0.034,0.442,2.21e-02,"[-0.209, 0.685]",4,571,1.36e-02,9.00e-01,no,100,0,0.238,0.034,0.442,Doffer (2023)_Parent-mediated behavioral interventions_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Parent-rated_Closest to 52 weeks
9002,Groenman (2022),Parent-mediated behavioral interventions,Children/Adolescents (6-17yo),Oppositional symptoms (ODD),Endpoint (~12wk),Parent-rated,Very low,G,0.249,"[0.113, 0.385]",0.113,0.385,3.47e-04,"[-0.098, 0.595]",13,1439,3.68e-01,8.09e-01,no,82.7127524903624,11.1956949163865,0.249,0.113,0.385,Groenman (2022)_Parent-mediated behavioral interventions_Oppositional Defiant Disorder symptoms_Parent-rated_At study endpoint (closest to 12 weeks)
973,Doffer (2023),Parent-mediated behavioral interventions,Children/Adolescents (6-17yo),Oppositional symptoms (ODD),Follow-up (~26wk),Parent-rated,Very low,G,0.303,"[-0.017, 0.623]",-0.017,0.623,6.35e-02,"[-1.773, 2.379]",2,149,NaN,7.97e-01,no,100,60.5465959285286,0.303,-0.017,0.623,Doffer (2023)_Parent-mediated behavioral interventions_Oppositional Defiant Disorder symptoms_Parent-rated_At follow-up (closest to 26 weeks)
9002,Groenman (2022),Parent-mediated behavioral interventions,Children/Adolescents (6-17yo),Core ADHD symptoms [Parent-rated],Endpoint (~12wk),Parent-rated,Very low,G,0.345,"[0.136, 0.554]",0.136,0.554,1.21e-03,"[-0.448, 1.138]",16,1625,3.81e-01,4.98e-01,no,87.2180264060818,16.2075574534128,0.345,0.136,0.554,Groenman (2022)_Parent-mediated behavioral interventions_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Parent-rated_At study endpoint (closest to 12 weeks)
3228,Seiffer (2022),Physical training,Children/Adolescents (6-17yo),Acceptability,Endpoint (~12wk),,Very low,RR,1.096,"[0.577, 2.079]",0.577,2.079,7.80e-01,"[0.172, 6.985]",6,232,7.02e-01,2.14e-01,no,100,13.5277305790199,0.0916671885258239,-0.549913012474038,0.731887008875876,Seiffer (2022)_Physical training_Acceptability: all-cause discontinuation_NA_At study endpoint (closest to 12 weeks)
3228,Seiffer (2022),Physical training,Children/Adolescents (6-17yo),Core ADHD symptoms [Mixed],Endpoint (~12wk),Mixed,Very low,G,0.487,"[0.225, 0.748]",0.225,0.748,2.62e-04,"[0.008, 0.966]",9,302,9.41e-01,4.89e-01,no,100,27.8667984783578,0.487,0.225,0.748,Seiffer (2022)_Physical training_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Mixed_At study endpoint (closest to 12 weeks)
3228,Seiffer (2022),Physical training,Children/Adolescents (6-17yo),Social-communication skills,Endpoint (~12wk),N/A,Very low,G,0.494,"[-0.41, 1.398]",-0.41,1.398,2.84e-01,"[-2.358, 3.346]",4,90,6.16e-01,6.07e-01,no,100,16.4490499242549,0.494,-0.41,1.398,Seiffer (2022)_Physical training_Social-communication skills_Mixed_At study endpoint (closest to 12 weeks)
1598,Huang (2022),Physical training,Children/Adolescents (6-17yo),Exec. functions (tests),Endpoint (~12wk),Clinician-rated,Very low,G,0.953,"[0.636, 1.27]",0.636,1.27,3.88e-09,"[-0.199, 2.105]",16,445,7.05e-01,8.96e-01,no,43.8046695750292,0,0.953,0.636,1.27,Huang (2022)_Physical training_Executive functioning (tests)_Clinician-rated_At study endpoint (closest to 12 weeks)
1318,Gillies (2023),Polyunsaturated fatty acids,Children/Adolescents (6-17yo),Core ADHD symptoms [Parent-rated],Follow-up (~26wk),Parent-rated,Low,G,0.049,"[-0.101, 0.198]",-0.101,0.198,5.21e-01,"[-0.343, 0.44]",15,963,7.65e-02,4.49e-01,no,84.5651204115789,73.9719193475941,0.049,-0.101,0.198,Gillies (2023)_Polyunsaturated fatty acids_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Parent-rated_At follow-up (closest to 26 weeks)
1318,Gillies (2023),Polyunsaturated fatty acids,Children/Adolescents (6-17yo),Core ADHD symptoms [Teacher-rated],Endpoint (~12wk),Teacher-rated,Very low,G,-0.371,"[-1.094, 0.353]",-1.094,0.353,3.15e-01,"[-2.772, 2.03]",4,185,6.69e-01,1.61e-01,no,47.1166628928182,47.1166628928182,-0.371,-1.094,0.353,Gillies (2023)_Polyunsaturated fatty acids_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Teacher-rated_At study endpoint (closest to 12 weeks)
1318,Gillies (2023),Polyunsaturated fatty acids,Children/Adolescents (6-17yo),Core ADHD symptoms [Parent-rated],Endpoint (~12wk),Parent-rated,Very low,G,-0.258,"[-0.558, 0.043]",-0.558,0.043,9.25e-02,"[-0.958, 0.442]",5,329,8.21e-01,5.72e-01,no,77.5911778580491,55.980411244828,-0.258,-0.558,0.043,Gillies (2023)_Polyunsaturated fatty acids_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Parent-rated_At study endpoint (closest to 12 weeks)
1318,Gillies (2023),Polyunsaturated fatty acids,Children/Adolescents (6-17yo),Conduct disorder symptoms (CD),Follow-up (~26wk),N/A,Very low,G,-0.111,"[-0.319, 0.097]",-0.319,0.097,2.95e-01,"[-0.406, 0.183]",5,332,8.71e-01,7.24e-01,no,66.4848836348154,66.4848836348154,-0.111,-0.319,0.097,Gillies (2023)_Polyunsaturated fatty acids_Conduct Disorder symptoms_Mixed_At follow-up (closest to 26 weeks)
1318,Gillies (2023),Polyunsaturated fatty acids,Children/Adolescents (6-17yo),Oppositional symptoms (ODD),Follow-up (~26wk),N/A,Very low,G,-0.105,"[-0.293, 0.084]",-0.293,0.084,2.78e-01,"[-0.372, 0.163]",5,423,7.53e-01,7.27e-01,no,54.2611239105427,54.2611239105427,-0.105,-0.293,0.084,Gillies (2023)_Polyunsaturated fatty acids_Oppositional Defiant Disorder symptoms_Mixed_At follow-up (closest to 26 weeks)
